text,label,source
an unforgettable cinematic journey that exceeded all my expectations,1,movies
terrible acting and poor direction made this nearly unwatchable the characters were well developed,0,movies
one of the worst films I have seen in recent memory avoid at all costs,0,movies
a beautifully crafted film that leaves a lasting impression on the viewer the dialogue felt natural,1,movies
confusing plot holes and poor editing ruin what could have been decent the characters were well developed,0,movies
one of the best movies I have seen in years highly recommend the dialogue felt natural the ending was surprising,1,movies
exceptional storytelling with powerful themes that resonate deeply,1,movies
one of the best movies I have seen in years highly recommend the cinematography was stunning the ending was surprising,1,movies
a masterpiece of cinema with stellar performances and breathtaking visuals the cinematography was stunning the acting was top notch,1,movies
confusing plot holes and poor editing ruin what could have been decent,0,movies
wooden performances and lazy writing drag this film into mediocrity,0,movies
stunning cinematography and a moving score elevate this film to greatness the special effects were impressive,1,movies
absolutely loved this film the story was compelling and emotionally resonant the characters were well developed the dialogue felt natural,1,movies
a beautifully crafted film that leaves a lasting impression on the viewer the acting was top notch,1,movies
the cast delivers phenomenal performances in this gripping drama the acting was top notch the pacing felt off at times,1,movies
a disappointment that fails to deliver on its promising premise,0,movies
the screenplay is superb and the characters feel genuine and relatable the dialogue felt natural,1,movies
a complete waste of time with a predictable and boring plot the cinematography was stunning,0,movies
absolutely loved this film the story was compelling and emotionally resonant the dialogue felt natural the characters were well developed,1,movies
